"pattern","occurences_count","files_count","repos_count"
"MMM dd , yyyy","1","1","1"
"h:mm a, MMMM d","1","1","1"
"EEE yyyy-MM-dd HH:mm","1","1","1"
"yyyyMMdwdHHmmssSSSX","1","1","1"
"MMM-dd, yyyy","1","1","1"
"MM/dd/YYYY hh:mm:ss a","1","1","1"
"uuuu-MM-dd'T'","1","1","1"
"HH:mm d-MMM-Y","1","1","1"
"yyyy-MM-dd\nHH:mm:ss","1","1","1"
"yyyy-MM-dd HH:mm:ss:SSS Z","1","1","1"
"YYYY-MM-dd_HH-mm-ss","1","1","1"
"E hh:mm a","1","1","1"
"HH:mm:ss.SSSSSSSS xxx","1","1","1"
"yyyy ","1","1","1"
"${BaseFormat}$MillisFormat","1","1","1"
"dd/MM/uuuu hh:mm:ss a","1","1","1"
"yyyy-M-d'T'HH:mm:ss","1","1","1"
"MMM-dd hh","1","1","1"
"yyyyMMdd.hhmm","1","1","1"
"20HH-mm-ss X:00:00.000000","1","1","1"
"dd.MM.yyyy, hh:mm","1","1","1"
"yyyyMMdd-HHmmss_SSS","1","1","1"
"'at' HH:mm 'on' dd MMMM yyyy","1","1","1"
"yyyy년 MM월 dd일 HH시","1","1","1"
"MMddyyyyHHmm","1","1","1"
"yyyyMMddHHmmss'Z'","1","1","1"
"E MMM dd yyyy HH:mm:ss 'GMT'Z","1","1","1"
"y_MM_dd-H:mm:ss","1","1","1"
"yyyy-dd-mm HH:mm 'UTC'","1","1","1"
"YY MMM","1","1","1"
"HH:mmVV","1","1","1"
"'(GMT$offset)' hh:mm a","1","1","1"
"M/d/yyy","1","1","1"
"yyyy/MM/dd hh:mm E","1","1","1"
"yyyy. MM. dd. HH:mm","1","1","1"
"YYYYMMddHHmmSSS","1","1","1"
"yyyy-MM-dd HH:mm:ss.nnnnnnnnn X","1","1","1"
"dd MM mm:ss","1","1","1"
"dd.MM.yyyy_HHmm","1","1","1"
"EEE d MMM yyyy HH:mm:ss z","1","1","1"
"YYYY.MM.dd_HH:mmz","1","1","1"
"dd-MM-yyyyTHH:MM:SS","1","1","1"
"yyyyMMdd'_'HHmmss'_'SSS","1","1","1"
" HH:mm:ss zzz","1","1","1"
"yyyy-MM-dd :hh:mm:ss","1","1","1"
"EEEE, d MMMM y @ HH:mm","1","1","1"
"dd.MM.yyyy',' HH:mm:ss","1","1","1"
"M/dd/yyyy H:mm a","1","1","1"
"mm HH ss","1","1","1"
"yyyy[-MM[-dd[ HH[:mm[:ss]]]]]","1","1","1"
"HH:mm:ss.SSS[ VV][ zzzz]","1","1","1"
"uuuu年MM月dd日 HH時mm分ss秒","1","1","1"
"dd/MM/yyyy HH:mm:ss:SSS","1","1","1"
"MMddyyyyHHmmss","1","1","1"
"YYYYMMddkkmmss'_GlcdCapture'","1","1","1"
"dd/MM/yyyy  HH:mm:ss.SSS","1","1","1"
"EEE LLL dd kk:mm:ss Z yyyy","1","1","1"
"yyyyMMdd_HHmmss_SSSS","1","1","1"
"['T']['t'][' ']['　']","1","1","1"
"[yyyy-M-dd ][yy-M-dd ][M-dd ][dd ]H[:mm][:mm]","1","1","1"
"[yyyyMMdd][yyyy-MM-dd][yyyy-DDD][['T'][ ][HHmmss][HHmm][HH:mm:ss][HH:mm][.SSSSSSSSS][.SSSSSS][.SSS][.SS][.S]][ ][OOOO][O][z][XXXXX][XXXX]['['VV']']","1","1","1"
"yyyy-M-d H:mm:ss","1","1","1"
"HH'.'mm'.'ss","1","1","1"
"GGGy\ub144M\uc6d4d\uc77c","1","1","1"
"dd MM uuuu HH:mm:ss.SSS X","1","1","1"
"dd MMM, yyyy hh:mm:ss a","1","1","1"
"$DAY_PATTERN $MONTH_PATTERN $YEAR_PATTERN","1","1","1"
"d-MMM-uuuu HH:mm:ss","1","1","1"
"yyyy[-MM[-dd['T'HH[:mm[:ss]]]]]","1","1","1"
"MMMdd","1","1","1"
"yyyy-MM-dd.HH","1","1","1"
"ty","1","1","1"
"HH:mm:ss[.SSS]XXX","1","1","1"
"MM/YY","1","1","1"
"EEEE, dd MMMM yyyy, HH:mm:ss","1","1","1"
"yyyy-MM-dd\tHH:mm:ss.SSS","1","1","1"
"yyyy-MM-dd'T'HH-mm","1","1","1"
"eeee d MMMM, u","1","1","1"
"yyyymmdd","1","1","1"
"EEE'\n'MMM d","1","1","1"
"dd MMMM, HH:mm","1","1","1"
"HH:mm, EE","1","1","1"
"yyyyMMdd'T'HHmmssz","1","1","1"
"yyyy-MM-dd'T'hh:mm:ss.SSSZ","1","1","1"
"yyyy-MM-dd  HH:mm:ss","1","1","1"
"d.MM HH:mm","1","1","1"
"HH:mm:ss yyyy/MM/dd","1","1","1"
"EEE, MMM d yyyy","1","1","1"
"YMd_Hms","1","1","1"
"'the $dayNumberSuffix of' MMM, yyyy","1","1","1"
"yyy-MM-dd hh:mma [z]","1","1","1"
"M.d.yy","1","1","1"
"MM/dd/yyyy - hh:mm","1","1","1"
"yyyy-MM-dd  hh:mm:ss","1","1","1"
"yyyy MM dd HH:mm:ss X","1","1","1"
"yyyy年 M月 d日","1","1","1"
"yyyy. MM. dd.","1","1","1"
"MMM d yyyy, HH:mm:ssz","1","1","1"
"E, dd MMM yyyy HH:mm:ss","1","1","1"
"dd MMM yyyy HH:mm 'UTC'","1","1","1"
"EEE, MMM d, HH:mm","1","1","1"
"YMd_Hmmss","1","1","1"
"yyyy-MM-dd HH:mm:ss.S xxx","1","1","1"
"yyyy-MM-dd 00:00","1","1","1"
" dd-MM-yyyy ","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SSSSSSS","1","1","1"
"MMMM dd, YYYY - h:mm a","1","1","1"
"H:mm:ss,SSS","1","1","1"
"M/d/yyyyZ","1","1","1"
"dd-MM-yyy HH:mm:ss","1","1","1"
"+D:#mm:ss","1","1","1"
"uuuu-MM-dd'T'HH:mm:ss,SSS","1","1","1"
"H:mm:ss.S","1","1","1"
"Gy\ub144M\uc6d4d\uc77c","1","1","1"
"HH : mm : ss ","1","1","1"
"yyMMddHHmmssSSSSSS","1","1","1"
"yyyy. M. d.","1","1","1"
"H[:m[:s[[.][,]","1","1","1"
"y.M.d H:m[:s]","1","1","1"
"E, dd MMM yyyy HH:mm:ss xx","1","1","1"
"yyyy EEEE","1","1","1"
"yyyy xxx","1","1","1"
"MMMM d, yyy","1","1","1"
"E MMM dd yyyy","1","1","1"
"yyyy-MM-dd hh:mm:ssx","1","1","1"
"DD/MM/yyyy HH:mm:ss","1","1","1"
"dd/MMM/YY","1","1","1"
"yyyy_MM_dd__kk_mm_ss","1","1","1"
"E MMM d HH:mm:ss yyyy'Z'","1","1","1"
"uuuu-MM-dd' 'HH:mmXXX","1","1","1"
"EEE, MMM dd, 'at' hh:mma","1","1","1"
"HH:mm:ss.SSSXXX","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss$ss","1","1","1"
"yyyyMMdd'T'HHmmssSSSS","1","1","1"
"HH:mm YYYY-MM-dd","1","1","1"
"[民國] yyy/MM/dd","1","1","1"
"H'h' m'm' s's'","1","1","1"
"(MM-dd HH:mm:ss.SSS) ","1","1","1"
"yyyy-MM-dd.HH.mm.ss","1","1","1"
"YYYY MM dd","1","1","1"
"dd/MM/yyyy - hh:00","1","1","1"
"EEEE, d MMMM yyyy, HH:MM","1","1","1"
"'+09:00'","1","1","1"
"h:mm a, MMMM d, yyyy","1","1","1"
"dd-MM-yyyy-HH-mm-ss.SSSS","1","1","1"
"yyyy@MM@dd","1","1","1"
"M/d/yyyy[ H:m:s]","1","1","1"
"d MMM uuuu - HH:mm","1","1","1"
"yyyy-MM-ddXXX","1","1","1"
"yy MM dd HH mm ss","1","1","1"
"yy, MM","1","1","1"
"yyyy - MM - dd","1","1","1"
"d-MMM-yyyy HH:mm:ss Z","1","1","1"
"yyyy-MM-dd'T'HH:00+00:00","1","1","1"
"yyyy-MM-dd h:mma","1","1","1"
"i","1","1","1"
"E EE EEE EEEE EEEEE","1","1","1"
"MMMM ''yy","1","1","1"
"'TIMESTAMP '''uuuu-MM-dd HH:mm:ss.SSS VV''","1","1","1"
"[EEE[','][' ']]d['st']['nd']['rd']['th']['-']['/']['.'][','][' ']MMMM[['-']['/']['.'][','][' ']uuuu]","1","1","1"
"HH mm ss XXXXX","1","1","1"
"DDD / MM / YYYY EEEE  h : mm   a","1","1","1"
"HH:mm:ss. xxx","1","1","1"
"yyyy-MM-dd HH:mm:ss O","1","1","1"
"yyyy XX","1","1","1"
"EE dd/MM","1","1","1"
"yyyy-MM-dd_H.mm.ss","1","1","1"
"dd/MM/yyyy - EEEE - HH:mm:ss","1","1","1"
"yyyyMMddHHmmss_","1","1","1"
"yyyy-MM-dd'T'HH:mm:sssZ","1","1","1"
"yyyyMMddHHMMssSSS","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss'.'SSSSSSXXX","1","1","1"
"E dd-MM ","1","1","1"
"MMddhhmmSSS","1","1","1"
"yyyy-mm-dd hh:mm:uu","1","1","1"
"MM/dd/yyyy HH:mm zzzz","1","1","1"
"dd MMM ''yy - HH:mm","1","1","1"
"E,dd MMM yyyy HH:mm","1","1","1"
"hh a MMM dd","1","1","1"
"MM - MMMM","1","1","1"
"yyyy/MM/dd HH:mm:ss.nnnnnnnnn","1","1","1"
"현재 시각 HH시 mm분 ss초 입니다.","1","1","1"
"HH*mm","1","1","1"
"dd HH:mm","1","1","1"
"EEE, d MMMM","1","1","1"
"yyyy_MM_dd_HH_m_s","1","1","1"
"EE, dd.MM.yy HH:MM","1","1","1"
"dd/MM/yyyy/HH:mm:ss","1","1","1"
"d MMM, kk:mm","1","1","1"
"E d-MMM-yyyy h:mm a","1","1","1"
"yyMMdd-hhmmss","1","1","1"
"d MMM yyyy, ","1","1","1"
"ddMMyyyyHHmm","1","1","1"
"uuuu/MMMM/dd hh:mm:ss a zzz GG","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.nnnnnnnnnZ","1","1","1"
"yyyyMMdd-HH:mm:ss[.nnnnnnnnn]","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSS+00","1","1","1"
"yyyy/MM/dd hh:mm:ss.ss","1","1","1"
"ss.SS","1","1","1"
"'Tomorrow at 'HH:mm","1","1","1"
"yyyy년 MM월 dd일, E요일, a h:mm","1","1","1"
"yyyy-MM-dd' {'HH:mm:ss'}'","1","1","1"
"d日a","1","1","1"
"ggg","1","1","1"
"'$dayNumberSuffix of' MMM, HH:mm","1","1","1"
"yyyy-MM-dd'T'HH:mm[:ss][.SSS][XXX]","1","1","1"
"[E[,][ ]]d[ ]MMM[,][ ]yy[ H:mm[:ss][ ][z][ ][Z]]","1","1","1"
"dd.MM.yyy hh:mm:ss","1","1","1"
"yyyy-M-d HH:mm:ss","1","1","1"
"yyyy-MM-dd HH:mm:ss[.n]","1","1","1"
"MM-dd-uuuu-HH-mm","1","1","1"
"yyyy-M-d'T'H:m:s[.SSS][z]","1","1","1"
"%Y-%m-%d %H:%M:%S.%f","1","1","1"
"yyyy-MM-dd HH:mm:ss[ Z]","1","1","1"
"MMYY","1","1","1"
"EEE, dd MMMM yyyy hh:mm:ss Z","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.SZ","1","1","1"
"dd MMMM yyyy в HH:mm МСК","1","1","1"
"MMM d, yyyy, h:mm a","1","1","1"
"EE dd MMM","1","1","1"
"yyyy-MM-dd   HH:mm","1","1","1"
"dd, MMMM, yyyy","1","1","1"
"dd/MM/yyyy - E","1","1","1"
"yyyy[-MM[-dd['T'HH:mm[:ss]]]]","1","1","1"
"dd/MM[/yyyy]","1","1","1"
"yyyy年 M月 d日 HH:mm:ss","1","1","1"
" YYYY","1","1","1"
"yyyy/MM/dd HH:mm:ss zz","1","1","1"
"dd-MM-yyyy / HH:mm:ss","1","1","1"
"EEEE's' 'at' HH':'mm '(JST)'","1","1","1"
"[uuuu][-MM][-dd]","1","1","1"
"yyyy/mm/dd hh:mm","1","1","1"
"EEE d , yyyy","1","1","1"
"H'時'[m'分'[s[[.][,]","1","1","1"
"EEE, d MMM yyyy HH:mm:ss xx","1","1","1"
"M/dd/yy","1","1","1"
"YYYY/MMM/d HH:mm a","1","1","1"
"[EEE, ]d MMM yyyy H:m:s[ zzz][ Z][ (z)]","1","1","1"
"[E[,][ ]]d[ ]MMM[.][,][ ]yyyy[ H:mm[:ss][ ][a][ ][z][ ][Z][ ][[(]z[)]]]","1","1","1"
"dd/MM/yy, HH","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss z","1","1","1"
"EEEE',' MMMM D","1","1","1"
"Gyyyy%%MMM%%dd HH:mm:ss","1","1","1"
"M-d-y","1","1","1"
"dd 'de' MMMM yyyy","1","1","1"
"E d-MMM-yyyy a","1","1","1"
"'T'HH","1","1","1"
"EEEE dd, MMM","1","1","1"
"EEEE, MMMM dd","1","1","1"
"mm:ss.S","1","1","1"
"dd MMMM uuuu, HH:mm","1","1","1"
"yyyy-MM-dd'T00:00:00'","1","1","1"
"yyyy-MM-dd_HH-mm-ss.","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss.S","1","1","1"
"HH:mm[ dd.MM[.yyyy]]","1","1","1"
"MMM d. EEEE ","1","1","1"
"yyyy/MM/dd/hh/ss","1","1","1"
"dd.MM.yyyy 'um' HH:mm","1","1","1"
"H':'mm","1","1","1"
"EEE, d MMMM yyyy","1","1","1"
"YYYYddmm_HHmmss","1","1","1"
"yyyy-MM-dd'T00:00:00.000Z'","1","1","1"
"uuuu-DDD'T'HH:mm:ss.SSSSSS","1","1","1"
"HH:mm dd MMM yyyy","1","1","1"
"hh:MM:ss.SSS","1","1","1"
"MM/dd/yyyy. hh:mm a","1","1","1"
"dd EEE MMM yyyy","1","1","1"
"yyy'年' MM'月'","1","1","1"
"]'秒']][,][' ']","1","1","1"
"EEE d LLL - HH:mm","1","1","1"
"yyyyMMdd.HHmmss-1","1","1","1"
"E, d MMM y","1","1","1"
"dd/MM/yyyy hh:MM:ss","1","1","1"
"MMMM d 'at' h:mm a","1","1","1"
"HH:mm;ss","1","1","1"
"MMM d yyyy hh:mm:ss a","1","1","1"
"yyyyMMM","1","1","1"
"dd.MM.yyyy H:mm:ss","1","1","1"
"yyyy-mm-dd hh:mm:ss","1","1","1"
"yyyy[[-]M][[-]d['T'H[:m[:s[.SSSSSSSSS][.SSSSSSSS][.SSSSSSS][.SSSSSS][.SSSSS][.SSSS][.SSS][.SS][.S]][XXX]]]]","1","1","1"
"[uuuu[-MM[-dd['T'HH:mm:ss[X]]]]","1","1","1"
"dd MMMM, EE","1","1","1"
"yyyy:MM:dd HH:mm:ss x","1","1","1"
"ddMMyyHHmmss","1","1","1"
"dd MMM yyyy hh:mm:ss","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss-0000","1","1","1"
"YY_dd_MM_HH_mm","1","1","1"
"MM/dd/uuuu hh:mm:ss a","1","1","1"
"yyyy-MM-dd'T'HH:mm:ssZ'['z']'","1","1","1"
"dd.MM.y","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss'+'0000","1","1","1"
"yyyy-MM-dd h:mm:ss a","1","1","1"
"dd/MMM/yyy:HH:mm:ss","1","1","1"
"YYYY-MMM","1","1","1"
"YYYY-MM-dd HH","1","1","1"
"dd.MM.yyyy HH:mm:ssx","1","1","1"
"yyyy.MM.dd hh:mm","1","1","1"
"eeee d. MMMM Y","1","1","1"
"[ HH:mm]","1","1","1"
"[:s]","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSSSSXXX","1","1","1"
"yyyyMMddHHmmss.SSS'Z'","1","1","1"
"YYYY-MM-dd  HH:mm:ss  SSS","1","1","1"
"yyyy-MM-dd'T'HH:mm:ssXXXX","1","1","1"
"'Today at' HH:mm","1","1","1"
"dd/MMM/yy\nHH:mm","1","1","1"
"MM/dd/YYYY hh:mm a","1","1","1"
"dd MMM yyyy   HH:mm","1","1","1"
"+mm:ss.ffff","1","1","1"
"yyyy-MM-dd 23:59:59","1","1","1"
"EEE, dd MMM, yyyy, HH:mm:ss","1","1","1"
"GGGGGyy\ub144MM\uc6d4dd\uc77c","1","1","1"
"yyyy-M-dd'T'HH:mm","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss[xxx][xx][X]","1","1","1"
"MMMM dd, yyyy, HH:mm","1","1","1"
"yyyy-MM-dd HH:mm:ss z 'GMT'xx","1","1","1"
"M/d/uu","1","1","1"
"MMM.uuuu","1","1","1"
"dd.MM.YYY","1","1","1"
"MM/dd/yyyy HH:mm v","1","1","1"
"MMM d '@' K':'mm a","1","1","1"
"uuuu'年'[M'月'[d'日']]","1","1","1"
"MM-dd hh:mm","1","1","1"
"YYMMdd-HHmmss","1","1","1"
"MMM d, yyyy h:mm a","1","1","1"
"uuuu-MM-dd'T'HH:mm:ssZ","1","1","1"
"yyyy-MM-dd\nHH:mm","1","1","1"
";HH:mm:ss.SSS","1","1","1"
"yyyy-MM-dd HH:mm:ss.SXXX","1","1","1"
"HH_mm_ss","1","1","1"
"d/MM/yy, kk:mm","1","1","1"
"YYYY.MM.dd HH:mm","1","1","1"
"yyyy-MM-dd HH:mm V","1","1","1"
"HH.mmss","1","1","1"
"d/M/Y H:m:ss","1","1","1"
"YYYY/MMM/d","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss'.'SSS'Z'","1","1","1"
"yyyy EE","1","1","1"
"MM dd, yyyy - HH:mm","1","1","1"
"E d MMM h:mm a","1","1","1"
"yyyy-MM-dd HH:mm:ss.SSSZZ","1","1","1"
"yyyyMMddHHmmssSSS_$phoneNum","1","1","1"
"d MMMM uuuu, HH:mm","1","1","1"
"dd-MM-yyyy_HH:mm:ss.SSS","1","1","1"
"dd MMM, yyy hh:mm:ss","1","1","1"
"E LLL dd HH:mm:ss z yyyy","1","1","1"
"hh:mm a, dd-MMM-yyyy","1","1","1"
"yyyy-MM-dd'T'HHmmssSSSX","1","1","1"
"d.M.YYYY","1","1","1"
"EEE, dd MMM yyyy hh:mm:ss.SSS a","1","1","1"
"EEEE, d 'of' LLLL yyyy","1","1","1"
"yyyy-MM-dd h:mm a","1","1","1"
"yyyy_MMdd_HHmm","1","1","1"
"yyMMDD","1","1","1"
"d日H時","1","1","1"
"MMMuu","1","1","1"
"+DDMMSS.SS+dddmmss.ss[+E.EE'CRS']","1","1","1"
"hh:mm a, MMM dd, yyyy Z VV","1","1","1"
"dd-MMM-yyyy-hh-mm-ss","1","1","1"
"MMMM y","1","1","1"
"yyyy'-'MM'-'dd'-'HH'.'mm'.'ss","1","1","1"
"LLL dd, yyyy HH:mm","1","1","1"
"${Options.get().view.dateFormat} HH:mm:ss","1","1","1"
"d MMM y 'at' h:m:s a","1","1","1"
"dd/MM/yyyy h:mma","1","1","1"
"d MMMM yyyy, H:mm:ss","1","1","1"
"E DD MMM yyyy HH:mm:ss z","1","1","1"
"yyyy-MM-dd h:mm:ssa[O]","1","1","1"
"yyyyMMdd_HH:mm","1","1","1"
"mm:ss:SS","1","1","1"
"dd MMMM yyyy, HH:mm:ss 'UTC'","1","1","1"
"dd.MM.yyyy HH:mm:ss.SSSSSS ","1","1","1"
"MMMM d yyyy z","1","1","1"
"M/d/yy[ ]H:mm[:ss][ ][a][ ][z][ ][Z]","1","1","1"
"yyyy-MM-dd_HH:mm:ss.SSSSSS","1","1","1"
"'date:' yyyy/MM/dd 'time:' HH:mm:ss","1","1","1"
"YY-MM-dd, HH:mm:ss","1","1","1"
"MMMM, dd yyyy","1","1","1"
"yyyy/MM/dd EEE","1","1","1"
"yyyy-MM-dd HH:mm:ss.0000000","1","1","1"
"'D'yyyyMMdd'.T'HHmmss","1","1","1"
"yyyy-MM-dd HH:mm xxxx","1","1","1"
"YYYY/mm/DD/hh/MM/ss/Z","1","1","1"
"MM-dd-HH-mm-ss","1","1","1"
"E, MMM dd yyyy-HH:mm:ss","1","1","1"
"yyyy-MM-dd.HH-mm-ss","1","1","1"
"d.LL.uuuu, HH:mm","1","1","1"
"yyyy-MM-dd'T'HH:mm:ss[.SSS][Z]","1","1","1"
"---dd","1","1","1"
"EEE'\n'dd MMM'\n'hh:mm a","1","1","1"
"yyyy-MM-dd z 'GMT'xx","1","1","1"
"yyyyMMddHH30","1","1","1"
"EEEE, d MMMM y HH:mm:ss","1","1","1"
"E \ndd","1","1","1"
"d. MMMM","1","1","1"
"Holiday: yyyy dd MMM","1","1","1"
"dd-MMM-yyyy HH.mm","1","1","1"
"yyyy_MMdd","1","1","1"
"MMMM dd - yyyy","1","1","1"
"d'%o %m' yyyy","1","1","1"
"d.MM.yyyy 'в' HH:mm ","1","1","1"
"HH:mm:ss.SSSSSS xxx","1","1","1"
"YYYY|MM|dd","1","1","1"
"dd.MM.yy__HH_mm","1","1","1"
" (yyyy-MM-dd HH:mm)","1","1","1"
"yyyy-MM-dd HH:mm VV","1","1","1"
"yyyyMMdd_HHmmssSSS_x","1","1","1"
"E , dd-MMMM-yyyy hh:mm a","1","1","1"
"NNNNN-'''N'''-N","1","1","1"
"yyyy-MM-dd'T'HH:mm ZZZZ","1","1","1"
"[yyyy[-MM[-dd]]]","1","1","1"
"yyyy-MM-dd HH:mm zZ","1","1","1"
"uuuu-MM-dd'T'HH:mm:ssZZ","1","1","1"
"d.M.uu a h:m","1","1","1"
"dd.mm.yyyy","1","1","1"
"yyyy/MM-dd","1","1","1"
"yyyy-MM-dd HH:mm:ss:SS","1","1","1"
"uuuu-MM-dd['T'HH:mm:ss][.","1","1","1"
"yyMMdd_","1","1","1"
"yyyy.MM.dd-HHmmss","1","1","1"
"d MMM, yyyy h:mm:ss a","1","1","1"
"MM.yyyy.","1","1","1"
"+dddmm.mmm","1","1","1"
"dd LLL yy","1","1","1"
"EEE M/d/yy","1","1","1"
"hh:ss","1","1","1"
"yyyy-MM-dd HH:mm:ss.SS xxx","1","1","1"
"hh:mm a, MMM dd","1","1","1"
"EEEE H:mm","1","1","1"
"dd-MMM-yyy hh:mm a","1","1","1"
"M/d/yyyy h:m a","1","1","1"
"yyyyMMddHHmmSSS","1","1","1"
"MMM dd yyyy, HH:mm","1","1","1"
"yyyy-MM-dd' 'HH:mm:ss.SSS' 'Z","1","1","1"
"dd-MM-yyyy HH-mm-ss.SSS","1","1","1"
"yyyy-MM-dd' 'HH:mm:ss.SSS","1","1","1"
"d/M/uuuu HH:mm:ss","1","1","1"
"EEEE, MMM dd, yyyy","1","1","1"
"EEEE, dd MMMM yyyy HH:mm a","1","1","1"
"yyyyMMddhh","1","1","1"
"yyyy-MM-dd'T'HH:m:ss","1","1","1"
"HH-mm-ss-nnn","1","1","1"
"yyyy-MM-dd HH:mm ZZZZZ","1","1","1"
"dd-MM-yyyy_HH:mm","1","1","1"
"dd/MM/yyyy hh:mm:ss a","1","1","1"
"MM/dd ","1","1","1"
"dd, dd MMM yyyy 'GMT'","1","1","1"
"[','][' ']","1","1","1"
"yyyy-MM-dd-00","1","1","1"
"yyyy-MM-dd HH:mm:ss a z","1","1","1"
"M/d/yy HH:mm:ss","1","1","1"
"yyyy-MM-dd HH:mm:ss[.SSS][' '][XXX][x]","1","1","1"
"yymmdd","1","1","1"
"${DateTimeFormats.dateFormat}${DateTimeFormats.dateTimeSeparator}${DateTimeFormats.timeFormat}","1","1","1"
"MMM. yyyy","1","1","1"
"MMM. d yyyy","1","1","1"
"[VV][x][xx][xxx]","1","1","1"
"yyyy-MM-dd'  'HH:mm","1","1","1"
" 'of' MMM, HH:mm:ss","1","1","1"
"K:mm B z","1","1","1"
"$pD $pM $pY","1","1","1"
"[.SSSSSSSSS][.SSSSSS][.SSS][.SS][.S]","1","1","1"
"HH:mm:ss dd.MM.YYYY","1","1","1"
"dd.MM.YYYY, HH:mm","1","1","1"
"dd-HH:mm:ss","1","1","1"
"LLL d, uuu","1","1","1"
"YYYYMMdd-HHmm","1","1","1"
"yyMMddHHmm[X]","1","1","1"
"d일","1","1","1"
"yyyy-MM-dd HH:mm:ss[.SSSS]","1","1","1"
"EEE, dd-MMM-yyyy HH:mm:ss VV","1","1","1"
"yyyy-MM-dd_hh_mm","1","1","1"
"d.M.u","1","1","1"
"[[MMMM][MMM] dd, yyyy][yyyy-MM-dd][MM/dd/yyyy]","1","1","1"
"MMdd_HHmmss","1","1","1"
"MMM/dd","1","1","1"
"uuuu/MMMM/dd hh:mm:ss a VV xxxxx","1","1","1"
"YYYY/MM/dd (E) HH:mm:ss","1","1","1"
"yyyy-MM-dd['T'[HH:mm[:ss[.SSS[X]]]]]","1","1","1"
"'custom' 'y' yyyy 'm' MM 'd' dd HH:mm:ss VV","1","1","1"
"u-MM-d k:m","1","1","1"
"yyyyMMdd'T'HHmmssSSS","1","1","1"
"uuuu-MM-dd' 'HH:mm:ss","1","1","1"
"yyyy_MMM_dd_HH_mm_ss","1","1","1"
"MMMM-yyyy","1","1","1"
"H 'h' m 'm' s.SS 's'","1","1","1"
"MMM dd, yy","1","1","1"
"HH:mm:ss O","1","1","1"
"uuuu-MM-dd HH:mm:ss['.'n]","1","1","1"
"EEE, d MMM yy HH:mm:ss Z","1","1","1"
"MM-dd hh:mm:ss","1","1","1"
"yyyy-MM-dd'T'kk:mm:ss","1","1","1"
"MMMM d 'at' K:mm a","1","1","1"
"MM dd HH:mm:ss","1","1","1"
"E, M/d","1","1","1"
"EEEE, d MMMM, yyyy","1","1","1"
"dd/MM/uuuu HH:mm","1","1","1"
"MMM d yyyy, h:mm a","1","1","1"
"HH-mm-ss_yyyy-MM-dd","1","1","1"
"HH:mm:ss dd/mm/yy","1","1","1"
"dd-MM-HH-mm-ss","1","1","1"
"yy MM dd","1","1","1"
"uuuuMMddHHmm","1","1","1"
"EEE, d.M.yy","1","1","1"
"${BaseFormat}${MillisFormat}","1","1","1"
"MMMM dd yyyy hh:mm:ssa","1","1","1"
"dd.MM.yyyy HH:mm:ss ZZ","1","1","1"
"yyyy-MM-dd-HHmmss-SSS","1","1","1"
"yyyy-MM-dd HH:mm:ss[.SSSSSS][.SSSSS][.SSSS][.SSS][.SS][.S]x","1","1","1"
"yyyy/MM/dd/hh/mm/ss","1","1","1"
"$TIME_PATTERN - 'yesterday'","1","1","1"
"yMd_Hmss","1","1","1"
"yyyy-MM-dd-hhmmss","1","1","1"
"u-MM-dd['T'HH:mm:ss[.SSSSSS][.SSSSS][.SSSS][.SSS][.SS][.S][xxx][X]][xxx][X]","1","1","1"
"hh B, zzzz","1","1","1"
"h BBBB","1","1","1"
"MMM d hh:mm:ss yyyy","1","1","1"
"MMM d, YYYY h:mm a","1","1","1"
"E dd-MM HH:mm","1","1","1"
"H' hour(s) and 'mm' minutes'","1","1","1"
"YYYY-MM-DD HH:MM:SS","1","1","1"
"dd MMMM yyyy, HH:mm:ss","1","1","1"
"MMM dd H:m:s[.SSS][ z][ yyyy]","1","1","1"
"dd_MM_yyyy_A","1","1","1"
"GGGGy\ub144M\uc6d4d\uc77c","1","1","1"
"H HH","1","1","1"
"dd MMMM yyyy в HH:mm","1","1","1"
"yyyyMMdd+HHmmssZ","1","1","1"
"dd.MM.yyyy-HH:mm:ss.SSS","1","1","1"
"uuuu'-'MM'-'dd'T'HH':'mm':'ssX","1","1","1"
"E DD MMM yyyy HH:mm:ss","1","1","1"
"EEEE, MMM d 'at' h:mma 'EST'","1","1","1"
"dd/MM/yy - HH:mm","1","1","1"
"yyyy/MM/dd (E)","1","1","1"
"d/MMM/yyyy:H:m:s[:SSS][ Z]","1","1","1"
"E, HH:mm","1","1","1"
"yyyy=MM=dd","1","1","1"
"uuuu/MM/dd HH:mm:ss.SSS","1","1","1"
"yyyyMMdd-HH_mm_ss","1","1","1"
"uuuu'-'M['-'d]","1","1","1"
"HH:mm:ss \t MMMM d uuuu ","1","1","1"
"YYYY.MM.dd_HH:mm:ssz","1","1","1"
